user_id,signup_date,country,acquisition_channel,plan_type,email
318,2024-02-20,UA,ads,basic,user318@example.com
319,2024-02-15,FR,social,basic,user319@mail.com
320,2024-03-18,DE,organic,basic,user320@gmail.com
321,2024-07-15,UA,organic,basic,user321@mail.com
322,2024-09-16,UK,organic,free,user322@mail.com
323,2024-08-31,UA,social,free,user323@gmail.com
324,2024-03-29,UA,referral,basic,user324@outlook.com
325,2024-12-03,IT,organic,free,user325@mail.com
326,2024-09-23,MD,social,free,user326@gmail.com
327,2024-07-17,RO,organic,free,user327@mail.com
328,2024-08-10,US,referral,free,user328@example.com
329,2024-05-22,IT,referral,free,user329@mail.com
330,2024-03-17,US,organic,basic,user330@outlook.com
331,2024-04-28,RO,social,basic,user331@mail.com
332,2024-09-29,US,social,free,user332@gmail.com
333,2024-01-05,DE,social,free,user333@mail.com
334,2024-02-04,,ads,free,user334@mail.com
335,2024-01-14,DE,social,basic,user335@mail.com
336,2024-01-12,MD,organic,free,user336@mail.com
337,2024-10-27,UA,referral,free,user337@gmail..com
338,2024-09-13,UA,ads,premium,user338@mail.com
339,2024-06-13,DE,social,premium,user339@gmail.com
340,2024-01-29,US,organic,free,user340@example.com
341,2024-06-20,FR,social,premium,user341@example.com
342,2024-06-13,CA,referral,premium,user342@gmail.com
343,2024-02-20,RO,ads,premium,user343@mail.com
344,2024-05-27,PL,social,,user344@gmail.com
345,2024-05-14,RO,organic,free,user345@gmail..com
346,2024-08-12,FR,referral,free,user346@gmail.com
347,2024-08-20,CA,social,free,user347@example.com
348,2024-01-14,UA,social,free,user348@mail.com
349,2024-05-05,MD,social,premium,user349@gmail.com
350,2024-08-16,UA,ads,free,user350@mail.com
351,2024-06-25,US,social,free,user351@gmail.com
352,2024-10-28,UA,referral,basic,user352@outlook.com
353,2024-08-30,UA,social,free,user353@mail.com
354,2024-02-17,US,ads,free,user354@mail.com
355,2024-01-21,PL,organic,premium,user355@mail.com
356,2024-08-23,UA,organic,free,user356@gmail.com
357,2024-01-08,CA,ads,basic,user357@mail.com
358,2024-07-30,MD,organic,basic,user358@outlook.com
359,2024-11-28,IT,social,premium,user359@gmail.com
360,2024-07-26,US,referral,free,user360@example.com
361,2024-05-10,UA,social,premium,user361@example.com
362,2024-08-24,UA,social,basic,user362@mail.com
363,2024-06-06,DE,social,free,user363@mail.com
364,2024-07-13,UK,social,free,user364@gmail.com
365,2024-11-28,UK,referral,free,user365@mail.com
366,2024-05-09,US,,basic,user366@mail.com
367,2024-12-06,ES,organic,free,user367@gmail.com
368,2024-11-14,US,organic,free,user368@mail.com
369,2024-02-27,UK,referral,premium,user369@mail.com
370,2024-01-21,UK,referral,free,user370@mail
371,2024-01-30,usa,ads,premium,user371@gmail.com
372,2024-01-06,US,unknown,basic,user372@outlook.com
373,2024-01-28,US,organic,free,user373@mail.com
374,2024-09-07,DE,social,free,user374@example.com
375,2024-01-21,DE,social,free,user375@outlook.com
376,2024-04-13,PL,social,premium,user376@mail.com
377,2024-10-24,FR,organic,basic,user377@outlook.com
378,2024-01-07,US,social,free,user378@mail.com
379,2024-10-15,US,social,free,user379@example.com
380,2024-03-30,UK,referral,free,user380@gmail.com
381,2024-02-04,IT,social,basic,user381@mail.com
382,2024-09-11,US,ads,free,user382@gmail.com
383,2024-08-18,NL,social,premium,user383@gmail.com
384,2024-11-04,ES,ads,premium,user384@mail.com
385,2024-09-22,PL,organic,free,user385@outlook.com
386,2024-10-12,FR,referral,free,user386@mail.com
387,2024-03-30,RO,social,free,user387@outlook.com
388,2024-02-22,UA,social,free,user388@mail.com
49044,2024-09-27,UA,referral,free,user389@mail
390,2024-10-13,UA,organic,premium,user390@example.com
391,2024-12-17,US,,free,user391@mail.com
392,2024-05-19,UA,referral,premium,user392@mail.com
393,2024-05-04,CA,referral,free,user393@mail.com
394,2024-10-04,DE,ads,basic,user394@outlook.com
395,2024-04-22,NL,organic,free,user395@mail.com
396,2024-11-24,US,social,premium,user396@mail.com
397,2024-10-28,MD,social,free,user397@mail.com
398,2024-05-25,CA,organic,free,user398@example.com
399,2024-09-27,CA,organic,,user399@example.com
400,2024-09-28,IT,referral,,user400@mail
401,2024-01-31,ES,social,free,user401@example.com
402,2024-11-13,DE,social,free,user402@gmail.com
403,2024-06-26,CA,ads,free,user403@example.com
404,2024-10-19,US,ads,free,user404@mail.com
405,2024-04-14,RO,,basic,user405@mail.com
406,2024-11-11,MD,organic,free,user406@mail.com
407,2024-05-10,UK,social,free,user407@example.com
408,2024-01-04,US,ads,free,user408@gmail.com
409,2024-11-14,UA,referral,free,user409@mail.com
410,2024-01-27,DE,ads,free,user410@outlook.com
411,2024-04-14,DE,referral,free,user411@example.com
412,2024-12-01,UA,referral,premium,user412@mail.com
413,2024-12-02,UA,organic,free,user413@mail.com
414,2024-07-25,PL,ads,basic,user414@gmail.com
415,2024-08-19, ro,social,free,user415@example.com
416,2024-06-02,NL,social,basic,user416@gmail.com
417,2024-04-04,NL,social,basic,user417@mail.com
418,2024-04-17,CA,organic,free,user418@example.com
419,2024-09-04,US,ads,premium,user419@mail.com
420,2024-09-27,DE,referral,premium,user420@mail.com
421,2024-10-09,IT,social,free,user421@mail.com
422,2024-10-08,PL,ads,basic,user422@example.com
423,2024-01-27,NL,ads,free,user423@mail.com
424,2024-06-22,RO,referral,free,user424@gmail..com
425,2024-01-17,IT,organic,free,user425@mail.com
426,2024-07-15,US,organic,premium,user426@gmail.com
427,2024-05-30,PL,social,premium,user427@example.com
428,2024-11-08,CA,ads,premium,user428@mail.com
429,2024-04-26,IT,organic,free,user429@example.com
430,2024-02-04,UA,ads,free,user430@mail.com
431,2024-02-12,US,organic,free,user431@mail.com
432,2024-09-30,IT,organic,free,user432@mail.com
433,2024-08-13,UA,referral,free,user433@mail.com
434,2024-01-30,US,organic,basic,user434@example.com
435,2024-01-25,RO,organic,free,user435@gmail.com
436,2024-09-12,CA,referral,free,user436@gmail.com
437,2024-01-22,PL,social,free,user437@gmail.com
438,2024-10-18,IT,ads,free,user438@outlook.com
439,2024-09-14,PL,organic,free,user439@example.com
440,2024-01-24,UA,social,free,user440@outlook.com
441,2024-01-25,UK,unknown,free,user441@mail.com
442,2024-12-15,RO,organic,free,user442@outlook.com
443,2024-05-05,UK,referral,basic,user443@outlook.com
444,2024-05-03,UK,organic,basic,user444@mail.com
445,2024-10-15,UK,social,free,user445@mail.com
446,2024-11-30,US,ads,premium,user446@mail.com
447,2024-12-15,US,ads,free,user447@gmail.com
448,2024-09-27,PL,social,free,user448@mail.com
449,2024-05-05,US,organic,basic,user5885@example.com
450,2024-01-25,US,social,basic,user450@gmail.com
451,2024-10-04,NL,referral,basic,user451@mail.com
452,2024-07-19,PL,ads,premium,user452@example.com
453,2024-05-24,PL,ads,basic,user453@mail.com
454,2024-11-15,UK,referral,premium,user454@outlook.com
455,2024-02-02,RO,organic,free,user455@gmail.com
456,2024-06-21,UA,referral,premium,user456@gmail.com
457,2024-01-04,PL,referral,free,user457@outlook.com
458,2024-06-11,PL,social,free,user458@example.com
459,2024-01-17,CA,referral,basic,user459@mail.com
460,2024-02-04,MD,organic,premium,user460@mail.com
461,2024-02-04,IT,referral,free,user461@mail.com
462,2024-08-26,US,social,basic,user18677@mail.com
463,2024-09-25,UA,referral,premium,user463@mail.com
464,2024-07-29,US,social,free,user464@example.com
465,2024-12-06,UA,ads,free,user465@mail.com
466,2024-05-05,RO,organic,premium,user466@example.com
467,2024-04-01,RO,organic,premium,user467@gmail.com
468,2024-10-31,UA,social,free,user468@mail.com
469,2024-03-08,FR,social,free,USER469@GMAIL.COM
470,2024-12-06,CA,organic,basic,user470@gmail.com
471,2024-01-04,US,organic,basic,user49894@mail.com
472,2024-12-09,FR,referral,free,
473,2024-01-13,ES,organic,premium,user473@mail.com
474,2024-11-09,US,referral,free,user474@gmail.com
475,2024-07-06,DE,social,free,user475@mail.com
476,2024-12-18,ES,social,free,user476@mail
477,2024-01-22,RO,social,free,user477@example.com
478,2024-07-17,CA,organic,premium,user478@mail.com
479,2024-12-09,RO,social,premium,user479@mail.com
480,2024-07-04,NL,referral,free,user480@gmail.com
481,2024-08-18,MD,ads,free,user481@gmail.com
482,2024-09-11,DE,referral,free,user482@example.com
483,2024-06-05,PL,social,free,user483@mail.com
484,2024-08-17,PL,referral,basic,user484@mail.com
485,2024-07-30,US,organic,free,user485@outlook.com
486,2024-11-13,PL,organic,free,user486@mail
487,2024-01-14,FR,organic,basic,
488,2024-03-30,IT,referral,basic,user488@example.com
489,2024-12-02,IT,referral,free,user489@example.com
490,2024-11-09,US,ads,premium,user490@mail.com
491,2024-06-05,FR,social,free,user491@gmail.com
492,2024-08-14,RO,referral,free,user492@example.com
17921,2024-03-28,UK,ads,basic,user493@gmail.com
494,2024-02-25,RO,organic,basic,user494@example.com
495,2024-06-08,IT,referral,free,user495@mail.com
496,2024-04-27,PL,organic,free,user496mail.com
497,2024-07-29,NL,social,basic,user497@gmail.com
498,2024-01-23,UA,referral,free,user498@mail.com
499,2024-12-11,RO,social,basic,user499@gmail.com
500,2024-12-15,DE,organic,free,user500@mail.com
501,2024-09-11,US,ads,premium,user501@mail.com
502,2024-07-09,UA,social,premium,user502@mail.com
503,2024-04-10,UA,ads,basic,user503@gmail.com
504,2024-10-15,RO,referral,basic,user504@example.com
505,2024-09-07,RO,organic,free,user505@gmail.com
506,2024-02-17,IT,social,free,user506@gmail.com
507,2024-11-16,DE,organic,free,user507@example.com
508,2024-10-18,UA,ads,free,user508@mail.com
509,2024-12-01,CA,referral,free,user509@mail.com
510,2024-09-19,UK,ads,free,user510@gmail.com
511,2024-08-11,MD,organic,free,user511@example.com
512,2024-05-21,FR,,basic,user512@example.com
513,2024-11-25,US,social,free,user513@mail.com
514,2024-10-31,IT,social,free,user514@example.com
515,2024-01-14,MD,organic,free,user515@mail.com
516,2024-01-08,ES,social,basic,user516@mail.com
517,2024-05-05,PL,organic,free,user517@mail.com
518,2024-10-14,NL,referral,free,user518@mail.com
519,2024-12-16,US,social,free,user519@example.com
520,2024-02-14,RO,referral,free,user520@outlook.com
521,2024-08-03,US,referral,free,user521@gmail.com
522,2024-05-07,PL,ads,free,user522@gmail.com
523,2024-12-09,MD,ads,free,
524,2024-10-24,ES,referral,free,user524@mail.com
525,2024-10-22,FR,organic,basic,user525@mail.com
526,2024-06-11,DE,ads,free,user526@mail.com
527,2024-05-20,MD,referral,premium,user527@gmail.com
528,2024-03-27,DE,referral,premium,user528@mail.com
529,2024-01-17,US,referral,free,user529@gmail.com
530,2024-10-30,UA,AD,free,user530@gmail.com
531,2024-10-15,DE,ads,free,user531@mail.com
532,2024-12-20,US,referral,basic,user532@mail.com
533,2024-12-19,MD,,free,user533@mail.com
534,2024-07-17,UA,ads,free,user534@mail.com
535,2024-10-02,MD,social,free,user535@mail.com
536,2024-11-29,UA,referral,free,user536@gmail.com
537,2024-10-26,US,organic,free,user537@mail.com
538,2024-03-17,US,social,free,user538@mail.com
539,2024-06-03,MD,ads,free,user539@gmail.com
540,2024-02-07,US,organic,basic,user540@gmail.com
541,2024-12-03,UA,social,free,user541@example.com
542,2024-08-08,DE,social,basic,user542@gmail.com
543,2024-03-10,CA,ads,free,user543@mail.com
544,2024-09-03,DE,social,free,user544@example.com
545,2024-08-13,US,unknown,free,user545@gmail.com
546,2024-04-28,FR,social,basic,user546@mail.com
547,2024-02-03,DE,referral,premium,user547@mail.com
548,2024-09-03,UA,referral,basic,user548@mail.com
549,2024-07-03,FR,referral,free,user549@mail.com
550,2024-10-03,usa,ads,premium,user550@mail.com
551,2024-07-02,DE,organic,basic,user551@gmail.com
552,2024-10-27,FR,referral,basic,user552@mail.com
553,2024-07-16,MD,social,free,user553@mail.com
554,2024-07-20,UA,organic,premium,user554@outlook.com
555,2024-11-03,CA,organic,free,user555mail.com
556,2024-05-16,IT,referral,premium,user556@mail.com
557,2024-02-09,DE ,ads,free,user557@outlook.com
558,2024-01-09,DE,organic,free,user558@gmail.com
